PassengerId,Age,Fare,Sex,sibsp,Survived,Pclass,Embarked
770,32,8.3625,male,0,0,3,S
771,24,9.5,male,0,0,3,S
772,48,7.8542,male,0,0,3,S
773,57,10.5,female,0,0,2,S
774,28,7.225,male,0,0,3,C
775,54,23,female,1,1,2,S
776,18,7.75,male,0,0,3,S
777,28,7.75,male,0,0,3,Q
778,5,12.475,female,0,1,3,S
779,28,7.7375,male,0,0,3,Q
780,43,211.3375,female,0,1,1,S
781,13,7.2292,female,0,1,3,C
782,17,57,female,1,1,1,S
783,29,30,male,0,0,1,S
784,28,23.45,male,1,0,3,S
785,25,7.05,male,0,0,3,S
786,25,7.25,male,0,0,3,S
787,18,7.4958,female,0,1,3,S
788,8,29.125,male,4,0,3,Q
789,1,20.575,male,1,1,3,S
790,46,79.2,male,0,0,1,C
791,28,7.75,male,0,0,3,Q
792,16,26,male,0,0,2,S
793,28,69.55,female,8,0,3,S
794,28,30.6958,male,0,0,1,C
795,25,7.8958,male,0,0,3,S
796,39,13,male,0,0,2,S
797,49,25.9292,female,0,1,1,S
798,31,8.6833,female,0,1,3,S
799,30,7.2292,male,0,0,3,C
800,30,24.15,female,1,0,3,S
801,34,13,male,0,0,2,S
802,31,26.25,female,1,1,2,S
803,11,120,male,1,1,1,S
804,0.42,8.5167,male,0,1,3,C
805,27,6.975,male,0,1,3,S
806,31,7.775,male,0,0,3,S
807,39,0,male,0,0,1,S
808,18,7.775,female,0,0,3,S
809,39,13,male,0,0,2,S
810,33,53.1,female,1,1,1,S
811,26,7.8875,male,0,0,3,S
812,39,24.15,male,0,0,3,S
813,35,10.5,male,0,0,2,S
814,6,31.275,female,4,0,3,S
815,30.5,8.05,male,0,0,3,S
816,28,0,male,0,0,1,S
817,23,7.925,female,0,0,3,S
818,31,37.0042,male,1,0,2,C
819,43,6.45,male,0,0,3,S
820,10,27.9,male,3,0,3,S
821,52,93.5,female,1,1,1,S
822,27,8.6625,male,0,1,3,S
823,38,0,male,0,0,1,S
824,27,12.475,female,0,1,3,S
825,2,39.6875,male,4,0,3,S
826,28,6.95,male,0,0,3,Q
827,28,56.4958,male,0,0,3,S
828,1,37.0042,male,0,1,2,C
829,28,7.75,male,0,1,3,Q
830,62,80,female,0,1,1,
831,15,14.4542,female,1,1,3,C
832,0.83,18.75,male,1,1,2,S
833,28,7.2292,male,0,0,3,C
834,23,7.8542,male,0,0,3,S
835,18,8.3,male,0,0,3,S
836,39,83.1583,female,1,1,1,C
837,21,8.6625,male,0,0,3,S
838,28,8.05,male,0,0,3,S
839,32,56.4958,male,0,1,3,S
840,28,29.7,male,0,1,1,C
841,20,7.925,male,0,0,3,S
842,16,10.5,male,0,0,2,S
843,30,31,female,0,1,1,C
844,34.5,6.4375,male,0,0,3,C
845,17,8.6625,male,0,0,3,S
846,42,7.55,male,0,0,3,S
847,28,69.55,male,8,0,3,S
848,35,7.8958,male,0,0,3,C
849,28,33,male,0,0,2,S
850,28,89.1042,female,1,1,1,C
851,4,31.275,male,4,0,3,S
852,74,7.775,male,0,0,3,S
853,9,15.2458,female,1,0,3,C
854,16,39.4,female,0,1,1,S
855,44,26,female,1,0,2,S
856,18,9.35,female,0,1,3,S
857,45,164.8667,female,1,1,1,S
858,51,26.55,male,0,1,1,S
859,24,19.2583,female,0,1,3,C
860,28,7.2292,male,0,0,3,C
861,41,14.1083,male,2,0,3,S
862,21,11.5,male,1,0,2,S
863,48,25.9292,female,0,1,1,S
864,28,69.55,female,8,0,3,S
865,24,13,male,0,0,2,S
866,42,13,female,0,1,2,S
867,27,13.8583,female,1,1,2,C
868,31,50.4958,male,0,0,1,S
869,28,9.5,male,0,0,3,S
870,4,11.1333,male,1,1,3,S
871,26,7.8958,male,0,0,3,S
872,47,52.5542,female,1,1,1,S
873,33,5,male,0,0,1,S
874,47,9,male,0,0,3,S
875,28,24,female,1,1,2,C
876,15,7.225,female,0,1,3,C
877,20,9.8458,male,0,0,3,S
878,19,7.8958,male,0,0,3,S
879,28,7.8958,male,0,0,3,S
880,56,83.1583,female,0,1,1,C
881,25,26,female,0,1,2,S
882,33,7.8958,male,0,0,3,S
883,22,10.5167,female,0,0,3,S
884,28,10.5,male,0,0,2,S
885,25,7.05,male,0,0,3,S
886,39,29.125,female,0,0,3,Q
887,27,13,male,0,0,2,S
888,19,30,female,0,1,1,S
889,28,23.45,female,1,0,3,S
890,26,30,male,0,1,1,C
891,32,7.75,male,0,0,3,Q
892,34.5,7.8292,male,0,0,3,Q
893,47,7,female,1,0,3,S
894,62,9.6875,male,0,0,2,Q
895,27,8.6625,male,0,0,3,S
896,22,12.2875,female,1,0,3,S
897,14,9.225,male,0,0,3,S
898,30,7.6292,female,0,0,3,Q
899,26,29,male,1,0,2,S
900,18,7.2292,female,0,0,3,C
901,21,24.15,male,2,0,3,S
902,28,7.8958,male,0,0,3,S
903,46,26,male,0,0,1,S
904,23,82.2667,female,1,0,1,S
905,63,26,male,1,0,2,S
906,47,61.175,female,1,0,1,S
907,24,27.7208,female,1,0,2,C
908,35,12.35,male,0,0,2,Q
909,21,7.225,male,0,0,3,C
910,27,7.925,female,1,0,3,S
911,45,7.225,female,0,0,3,C
912,55,59.4,male,1,0,1,C
913,9,3.1708,male,0,0,3,S
914,28,31.6833,female,0,0,1,S
915,21,61.3792,male,0,0,1,C
916,48,262.375,female,1,0,1,C
917,50,14.5,male,1,0,3,S
918,22,61.9792,female,0,0,1,C
919,22.5,7.225,male,0,0,3,C
920,41,30.5,male,0,0,1,S
921,28,21.6792,male,2,0,3,C
922,50,26,male,1,0,2,S
923,24,31.5,male,2,0,2,S
924,33,20.575,female,1,0,3,S
925,28,23.45,female,1,0,3,S
926,30,57.75,male,1,0,1,C
927,18.5,7.2292,male,0,0,3,C
928,28,8.05,female,0,0,3,S
929,21,8.6625,female,0,0,3,S
930,25,9.5,male,0,0,3,S
931,28,56.4958,male,0,0,3,S
932,39,13.4167,male,0,0,3,C
933,28,26.55,male,0,0,1,S
934,41,7.85,male,0,0,3,S
935,30,13,female,0,0,2,S
936,45,52.5542,female,1,0,1,S
937,25,7.925,male,0,0,3,S
938,45,29.7,male,0,0,1,C
939,28,7.75,male,0,0,3,Q
940,60,76.2917,female,0,0,1,C
941,36,15.9,female,0,0,3,S
942,24,60,male,1,0,1,S
943,27,15.0333,male,0,0,2,C
944,20,23,female,2,0,2,S
945,28,263,female,3,0,1,S
946,28,15.5792,male,0,0,2,C
947,10,29.125,male,4,0,3,Q
948,35,7.8958,male,0,0,3,S
949,25,7.65,male,0,0,3,S
950,28,16.1,male,1,0,3,S
951,36,262.375,female,0,0,1,C
952,17,7.8958,male,0,0,3,S
953,32,13.5,male,0,0,2,S
954,18,7.75,male,0,0,3,S
955,22,7.725,female,0,0,3,Q
956,13,262.375,male,2,0,1,C
957,28,21,female,0,0,2,S
958,18,7.8792,female,0,0,3,Q
959,47,42.4,male,0,0,1,S
960,31,28.5375,male,0,0,1,C
961,60,263,female,1,0,1,S
962,24,7.75,female,0,0,3,Q
963,21,7.8958,male,0,0,3,S
964,29,7.925,female,0,0,3,S
965,28.5,27.7208,male,0,0,1,C
966,35,211.5,female,0,0,1,C
967,32.5,211.5,male,0,0,1,C
968,28,8.05,male,0,0,3,S
969,55,25.7,female,2,0,1,S
970,30,13,male,0,0,2,S
971,24,7.75,female,0,0,3,Q
972,6,15.2458,male,1,0,3,C
973,67,221.7792,male,1,0,1,S
974,49,26,male,0,0,1,S
975,28,7.8958,male,0,0,3,S
976,28,10.7083,male,0,0,2,Q
977,28,14.4542,male,1,0,3,C
978,27,7.8792,female,0,0,3,Q
979,18,8.05,female,0,0,3,S
980,28,7.75,female,0,0,3,Q
981,2,23,male,1,0,2,S
982,22,13.9,female,1,0,3,S
983,28,7.775,male,0,0,3,S
984,27,52,female,1,0,1,S
985,28,8.05,male,0,0,3,S
986,25,26,male,0,0,1,C
987,25,7.7958,male,0,0,3,S
988,76,78.85,female,1,0,1,S
989,29,7.925,male,0,0,3,S
990,20,7.8542,female,0,0,3,S
991,33,8.05,male,0,0,3,S
992,43,55.4417,female,1,0,1,C
993,27,26,male,1,0,2,S
994,28,7.75,male,0,0,3,Q
995,26,7.775,male,0,0,3,S
996,16,8.5167,female,1,0,3,C
997,28,22.525,male,0,0,3,S
998,21,7.8208,male,0,0,3,Q
999,28,7.75,male,0,0,3,Q
1000,28,8.7125,male,0,0,3,S
1001,18.5,13,male,0,0,2,S
1002,41,15.0458,male,0,0,2,C
1003,28,7.7792,female,0,0,3,Q
1004,36,31.6792,female,0,0,1,C
1005,18.5,7.2833,female,0,0,3,Q
1006,63,221.7792,female,1,0,1,S
1007,18,14.4542,male,1,0,3,C
1008,28,6.4375,male,0,0,3,C
1009,1,16.7,female,1,0,3,S
1010,36,75.2417,male,0,0,1,C
1011,29,26,female,1,0,2,S
1012,12,15.75,female,0,0,2,S
1013,28,7.75,male,1,0,3,Q
1014,35,57.75,female,1,0,1,C
1015,28,7.25,male,0,0,3,S
1016,28,7.75,male,0,0,3,Q
1017,17,16.1,female,0,0,3,S
1018,22,7.7958,male,0,0,3,S
1019,28,23.25,female,2,0,3,Q
1020,42,13,male,0,0,2,S
1021,24,8.05,male,0,0,3,S
1022,32,8.05,male,0,0,3,S
1023,53,28.5,male,0,0,1,C
1024,28,25.4667,female,0,0,3,S
1025,28,6.4375,male,1,0,3,C
1026,43,7.8958,male,0,0,3,S
1027,24,7.8542,male,0,0,3,S
1028,26.5,7.225,male,0,0,3,C
1029,26,13,male,0,0,2,S
1030,23,8.05,female,0,0,3,S
1031,40,46.9,male,1,0,3,S
1032,10,46.9,female,5,0,3,S
1033,33,151.55,female,0,0,1,S
1034,61,262.375,male,1,0,1,C
1035,28,26,male,0,0,2,S
1036,42,26.55,male,0,0,1,S
1037,31,18,male,3,0,3,S
1038,28,51.8625,male,0,0,1,S
1039,22,8.05,male,0,0,3,S
1040,28,26.55,male,0,0,1,S
1041,30,26,male,1,0,2,S
1042,23,83.1583,female,0,0,1,C
1043,28,7.8958,male,0,0,3,C
1044,60.5,14.4542,male,0,0,3,S
1045,36,12.1833,female,0,0,3,S
1046,13,31.3875,male,4,0,3,S
1047,24,7.55,male,0,0,3,S
1048,29,221.7792,female,0,0,1,S
1049,23,7.8542,female,0,0,3,S
1050,42,26.55,male,0,0,1,S
1051,26,13.775,female,0,0,3,S
1052,28,7.7333,female,0,0,3,Q
1053,7,15.2458,male,1,0,3,C
1054,26,13.5,female,0,0,2,S
1055,28,7,male,0,0,3,S
1056,41,13,male,0,0,2,S
1057,26,22.025,female,1,0,3,S
1058,48,50.4958,male,0,0,1,C
1059,18,34.375,male,2,0,3,S
1060,28,27.7208,female,0,0,1,C
1061,22,8.9625,female,0,0,3,S
1062,28,7.55,male,0,0,3,S
1063,27,7.225,male,0,0,3,C
1064,23,13.9,male,1,0,3,S
1065,28,7.2292,male,0,0,3,C
1066,40,31.3875,male,1,0,3,S
1067,15,39,female,0,0,2,S
1068,20,36.75,female,0,0,2,S
1069,54,55.4417,male,1,0,1,C
1070,36,39,female,0,0,2,S
1071,64,83.1583,female,0,0,1,C
1072,30,13,male,0,0,2,S
1073,37,83.1583,male,1,0,1,C
1074,18,53.1,female,1,0,1,S
1075,28,7.75,male,0,0,3,Q
1076,27,247.5208,female,1,0,1,C
1077,40,16,male,0,0,2,S
1078,21,21,female,0,0,2,S
1079,17,8.05,male,2,0,3,S
1080,28,69.55,female,8,0,3,S
1081,40,13,male,0,0,2,S
1082,34,26,male,1,0,2,S
1083,28,26,male,0,0,1,S
1084,11.5,14.5,male,1,0,3,S
1085,61,12.35,male,0,0,2,Q
1086,8,32.5,male,0,0,2,S
1087,33,7.8542,male,0,0,3,S
1088,6,134.5,male,0,0,1,C
1089,18,7.775,female,0,0,3,S
1090,23,10.5,male,0,0,2,S
1091,28,8.1125,female,0,0,3,S
1092,28,15.5,female,0,0,3,Q
1093,0.33,14.4,male,0,0,3,S
1094,47,227.525,male,1,0,1,C
1095,8,26,female,1,0,2,S
1096,25,10.5,male,0,0,2,S
1097,28,25.7417,male,0,0,1,C
1098,35,7.75,female,0,0,3,Q
1099,24,10.5,male,0,0,2,S
1100,33,27.7208,female,0,0,1,C
1101,25,7.8958,male,0,0,3,S
1102,32,22.525,male,0,0,3,S
1103,28,7.05,male,0,0,3,S
1104,17,73.5,male,0,0,2,S
1105,60,26,female,1,0,2,S
1106,38,7.775,female,4,0,3,S
1107,42,42.5,male,0,0,1,S
1108,28,7.8792,female,0,0,3,Q
1109,57,164.8667,male,1,0,1,S
1110,50,211.5,female,1,0,1,C
1111,28,8.05,male,0,0,3,S
1112,30,13.8583,female,1,0,2,C
1113,21,8.05,male,0,0,3,S
1114,22,10.5,female,0,0,2,S
1115,21,7.7958,male,0,0,3,S
1116,53,27.4458,female,0,0,1,C
1117,28,15.2458,female,0,0,3,C
1118,23,7.7958,male,0,0,3,S
1119,28,7.75,female,0,0,3,Q
1120,40.5,15.1,male,0,0,3,S
1121,36,13,male,0,0,2,S
1122,14,65,male,0,0,2,S
1123,21,26.55,female,0,0,1,S
1124,21,6.4958,male,1,0,3,S
1125,28,7.8792,male,0,0,3,Q
1126,39,71.2833,male,1,0,1,C
1127,20,7.8542,male,0,0,3,S
1128,64,75.25,male,1,0,1,C
1129,20,7.225,male,0,0,3,C
1130,18,13,female,1,0,2,S
1131,48,106.425,female,1,0,1,C
1132,55,27.7208,female,0,0,1,C
1133,45,30,female,0,0,2,S
1134,45,134.5,male,1,0,1,C
1135,28,7.8875,male,0,0,3,S
1136,28,23.45,male,1,0,3,S
1137,41,51.8625,male,1,0,1,S
1138,22,21,female,0,0,2,S
1139,42,32.5,male,1,0,2,S
1140,29,26,female,1,0,2,S
1141,28,14.4542,female,1,0,3,C
1142,0.92,27.75,female,1,0,2,S
1143,20,7.925,male,0,0,3,S
1144,27,136.7792,male,1,0,1,C
1145,24,9.325,male,0,0,3,S
1146,32.5,9.5,male,0,0,3,S
1147,28,7.55,male,0,0,3,S
1148,28,7.75,male,0,0,3,Q
1149,28,8.05,male,0,0,3,S
1150,19,13,female,0,0,2,S
1151,21,7.775,male,0,0,3,S
1152,36.5,17.4,male,1,0,3,S
1153,21,7.8542,male,0,0,3,S
1154,29,23,female,0,0,2,S
1155,1,12.1833,female,1,0,3,S
1156,30,12.7375,male,0,0,2,C
1157,28,7.8958,male,0,0,3,S
1158,28,0,male,0,0,1,S
1159,28,7.55,male,0,0,3,S
1160,28,8.05,female,0,0,3,S
1161,17,8.6625,male,0,0,3,S
1162,46,75.2417,male,0,0,1,C
1163,28,7.75,male,0,0,3,Q
1164,26,136.7792,female,1,0,1,C
1165,28,15.5,female,1,0,3,Q
1166,28,7.225,male,0,0,3,C
1167,20,26,female,1,0,2,S
1168,28,10.5,male,0,0,2,S
1169,40,26,male,1,0,2,S
1170,30,21,male,1,0,2,S
1171,22,10.5,male,0,0,2,S
1172,23,8.6625,female,0,0,3,S
1173,0.75,13.775,male,1,0,3,S
1174,28,7.75,female,0,0,3,Q
1175,9,15.2458,female,1,0,3,C
1176,2,20.2125,female,1,0,3,S
1177,36,7.25,male,0,0,3,S
1178,28,7.25,male,0,0,3,S
1179,24,82.2667,male,1,0,1,S
1180,28,7.2292,male,0,0,3,C
1181,28,8.05,male,0,0,3,S
1182,28,39.6,male,0,0,1,S
1183,30,6.95,female,0,0,3,Q
1184,28,7.2292,male,0,0,3,C
1185,53,81.8583,male,1,0,1,S
1186,36,9.5,male,0,0,3,S
1187,26,7.8958,male,0,0,3,S
1188,1,41.5792,female,1,0,2,C
1189,28,21.6792,male,2,0,3,C
1190,30,45.5,male,0,0,1,S
1191,29,7.8542,male,0,0,3,S
1192,32,7.775,male,0,0,3,S
1193,28,15.0458,male,0,0,2,C
1194,43,21,male,0,0,2,S
1195,24,8.6625,male,0,0,3,S
1196,28,7.75,female,0,0,3,Q
1197,64,26.55,female,1,0,1,S
1198,30,151.55,male,1,0,1,S
1199,0.83,9.35,male,0,0,3,S
1200,55,93.5,male,1,0,1,S
1201,45,14.1083,female,1,0,3,S
1202,18,8.6625,male,0,0,3,S
1203,22,7.225,male,0,0,3,C
1204,28,7.575,male,0,0,3,S
1205,37,7.75,female,0,0,3,Q
1206,55,135.6333,female,0,0,1,C
1207,17,7.7333,female,0,0,3,Q
1208,57,146.5208,male,1,0,1,C
1209,19,10.5,male,0,0,2,S
1210,27,7.8542,male,0,0,3,S
1211,22,31.5,male,2,0,2,S
1212,26,7.775,male,0,0,3,S
1213,25,7.2292,male,0,0,3,C
1214,26,13,male,0,0,2,S
1215,33,26.55,male,0,0,1,S
1216,39,211.3375,female,0,0,1,S
1217,23,7.05,male,0,0,3,S
1218,12,39,female,2,0,2,S
1219,46,79.2,male,0,0,1,C
1220,29,26,male,1,0,2,S
1221,21,13,male,0,0,2,S
1222,48,36.75,female,0,0,2,S
1223,39,29.7,male,0,0,1,C
1224,28,7.225,male,0,0,3,C
1225,19,15.7417,female,1,0,3,C
1226,27,7.8958,male,0,0,3,S
1227,30,26,male,0,0,1,S
1228,32,13,male,0,0,2,S
1229,39,7.2292,male,0,0,3,C
1230,25,31.5,male,0,0,2,S
1231,28,7.2292,male,0,0,3,C
1232,18,10.5,male,0,0,2,S
1233,32,7.5792,male,0,0,3,S
1234,28,69.55,male,1,0,3,S
1235,58,512.3292,female,0,0,1,C
1236,28,14.5,male,1,0,3,S
1237,16,7.65,female,0,0,3,S
1238,26,13,male,0,0,2,S
1239,38,7.2292,female,0,0,3,C
1240,24,13.5,male,0,0,2,S
1241,31,21,female,0,0,2,S
1242,45,63.3583,female,0,0,1,C
1243,25,10.5,male,0,0,2,S
1244,18,73.5,male,0,0,2,S
1245,49,65,male,1,0,2,S
1246,0.17,20.575,female,1,0,3,S
1247,50,26,male,0,0,1,S
1248,59,51.4792,female,2,0,1,S
1249,28,7.8792,male,0,0,3,S
1250,28,7.75,male,0,0,3,Q
1251,30,15.55,female,1,0,3,S
1252,14.5,69.55,male,8,0,3,S
1253,24,37.0042,female,1,0,2,C
1254,31,21,female,0,0,2,S
1255,27,8.6625,male,0,0,3,S
1256,25,55.4417,female,1,0,1,C
1257,28,69.55,female,1,0,3,S
1258,28,14.4583,male,1,0,3,C
1259,22,39.6875,female,0,0,3,S
1260,45,59.4,female,0,0,1,C
1261,29,13.8583,male,0,0,2,C
1262,21,11.5,male,1,0,2,S
1263,31,134.5,female,0,0,1,C
1264,49,0,male,0,0,1,S
1265,44,13,male,0,0,2,S
1266,54,81.8583,female,1,0,1,S
1267,45,262.375,female,0,0,1,C
1268,22,8.6625,female,2,0,3,S
1269,21,11.5,male,0,0,2,S
1270,55,50,male,0,0,1,S
1271,5,31.3875,male,4,0,3,S
1272,28,7.75,male,0,0,3,Q
1273,26,7.8792,male,0,0,3,Q
1274,28,14.5,female,0,0,3,S
1275,19,16.1,female,1,0,3,S
1276,28,12.875,male,0,0,2,S
1277,24,65,female,1,0,2,S
1278,24,7.775,male,0,0,3,S
1279,57,13,male,0,0,2,S
1280,21,7.75,male,0,0,3,Q
1281,6,21.075,male,3,0,3,S
1282,23,93.5,male,0,0,1,S
1283,51,39.4,female,0,0,1,S
1284,13,20.25,male,0,0,3,S
1285,47,10.5,male,0,0,2,S
1286,29,22.025,male,3,0,3,S
1287,18,60,female,1,0,1,S
1288,24,7.25,male,0,0,3,Q
1289,48,79.2,female,1,0,1,C
1290,22,7.775,male,0,0,3,S
1291,31,7.7333,male,0,0,3,Q
1292,30,164.8667,female,0,0,1,S
1293,38,21,male,1,0,2,S
1294,22,59.4,female,0,0,1,C
1295,17,47.1,male,0,0,1,S
1296,43,27.7208,male,1,0,1,C
1297,20,13.8625,male,0,0,2,C
1298,23,10.5,male,1,0,2,S
1299,50,211.5,male,1,0,1,C
1300,28,7.7208,female,0,0,3,Q
1301,3,13.775,female,1,0,3,S
1302,28,7.75,female,0,0,3,Q
1303,37,90,female,1,0,1,Q
1304,28,7.775,female,0,0,3,S
1305,28,8.05,male,0,0,3,S
1306,39,108.9,female,0,0,1,C
1307,38.5,7.25,male,0,0,3,S
1308,28,8.05,male,0,0,3,S
1309,28,22.3583,male,1,0,3,C
